Tweet,sentiment_class
"Fun Fact:
❇️ Qatar bought the World cup 
❇️2021 Messi signed to PSG and became their New flagship star
❇️PSG is basically owned by Qatar
❇️Argentina (with Messi and Paredes) gets the most Pens in WC history and the worst ref decisions I've seen in their favor
#ArgentinaVsCroatia",positive
"I think have entered some sort of World Cup Fugue state, because I quite enjoyed the referee expert bit on @itv @markpougatch - send help",positive
#ARGCRO referee is a fucking twit. The most corrupt World Cup,neutral
It'll actually be sad if messi loses the world cup after this KO campaign. This is arguably the most clutch version of him since a long long time. Won't lie he actually fucking deserves it although it's only arguable whether he'd be here without the ref's help in the first place,negative
"Funny how Croatia is playing completely differently now that they don't have the referee in their pockets and can't push the match to the penalties. Totally different team.

Almost like they were meant to just get rid of Brazil for today's match 🧐

#ARGCRO 
#WorldCup
#Qatar2022",positive
"Tomorrow when Morocco play against France, watch how the officiating will be against france, fifa
want Lionel Messi to win the #WorldCup , Using an Argentine ref for a Portuguese match is to eliminate any obstacle for messi, that's why Argentina had a easy path to the final.",positive
ANTHONY TAYLOR TO REF THE WORLD CUP FINAL IM IN TEARSSSS,neutral
World Cup final ref should be from concacaf,neutral
AH HELL NAH THE SPANISH COMMENTATORS SAID ANTHONY TAYLOR MIGHT BE THE REF FOR THE FINAL I WILL HAVE AN ANEURYSM IF THIS MOTHERFUCKER COSTS MESSI THE WORLD CUP,negative
#ARGCRO this is the worst world cup I‘ve seen so far when it comes to referee work. Why not hand the cup to Messi right away? Would be the same thing. Rigged games since the beginning,negative
"Good ref, clean game 👏🏻 #WorldCup",positive
Best reffing of the World Cup! #WorldCup #referee #greatcalls #Argentina #Messi,positive
Soro ti gbe gbogbo awon fans Siu...see plenty agenda...Why did the ref gave that penalty? It is too soft. Did the ref help him with that fantastic classic assist. No. 8 Ballon D'Or ma se oju yin if Osita wins the World Cup on Sunday. #GOAT𓃵,positive
"There's something sus about Argentina in this world cup. I know Croatia is still a pretty underrated team, but they aren't even trying in this match. Argentina would've lost to Netherlands if the ref was fair. Now this? Suspicious 🤨",negative
Finale referee gives messi two  2 penalties shots goal and wins  the world cup at this point 🤣,positive
"Congratulations
Waiting for the referee to blow the whistle!
#ArgentinaVsCroatia #ARGCRO #Argentina #ARG #ARGvsCRO #Croatia #CRO #CroatiaArgentina #SemiFinals #FIFAWorldCupGR #FIFAWorldCup2022 #FIFAWorldCupQatar2022 #Qatar2022 #FinalFantasy #Final #WorldCup #Messi #Messi𓃵day",positive
"Man fuck Argentina this world cup, they played well but jesus does it seem like they constantly have the ref's favour

Their game against the Netherlands was complete utter bullshit as well",positive
If Argentina had lost today they would have said it was because of the Italian ref trying to stop Argentina from winning another World Cup putting them one behind Italy …. 🤔,negative
I can see the ref's rigg the game in favour of Morocco so that it's them facing Argentina in world cup final.,positive
"And another kiss ass victory given by a kiss ass referee to Messi and by extension Argentina.

It's a good world cup so far, why do they want to ruin it?

#ARGCRO",negative
"F**k football
F**ck Fifa
F**ck Argentina
F**ck Messi
F**ck line man
F**ck referee
F**ck VAR
F**ck world cup
F**ck me 
F**ck you 
F**cK weed
💔😭🙏",neutral
"Dear @FIFAWorldCup 

Just dash Messi and Argentina the world Cup already cos that's your plan..
What manner of useless officiating was that? 
The penalty was no where near a penalty, referee refused to use VAR also..
Yall are ruining the soccer game  😔",negative
The most rigged World Cup there ever was. Who was the smart ass to put a Argentina referee a Argentina game??? And today with that dumbass penalty,negative
People that are complaining that this World Cup is rigged I can see what they are talking about because the two goals Argentina scored after the penalty the referee and Croatia allowed them too🙄😒 DELLUSIONAL,negative
"I’m done watching this World Cup because it has become like the WWE. They choose the champion and the script is agreed upon. Whenever the opponent spoils it, the referee intervenes.",positive
"Facts: this is the most rigged World Cup 
-Qatar bought the WC
-2021 Messi signed to PSG and became their New flagship star
- PSG is basically owned by Qatar
- Argentina (with Messi and Paredes) gets the most Pens in WC history and the worst ref decisions I've seen in their favor",negative
"Starting to feel like football is not legit anymore... I mean this is world cup semi final..not round of 16. What a bad referee...the match should have been tough Atleast as it was in the beginning..but the referee just killed the croatians spirit..
@FIFAWorldCup 
@FIFAcom",negative
Give it to Messi already!!! This is the most rigged world cup. How can a team get 5 penalties. Today's game that surely wasn't a penalty And also how can portugal get Argentine referee? #penalty #rigged #baised #riggedworldcup,positive
I think this World cup might want and need Marrocco to win. We'll see. The referee better do an impartial job. I hope the best one wins but I will suppprt  #Argentina,positive
"This World Cup game was unfair. The referee should’ve called Argentina so many times. The game could’ve been so much better if the referee wasn’t so biased, even if Croatia lost anyway. #ArgentinaVsCroatia #ARGCRO #WorldCup2022 #WorldCup #WorldcupQatar2022",negative
"5 penalties in 6 games, this must be an all time record for the #WorldCup, still need 2 in final to win it, this #FIFAWorldCup will be remembered for the ref howlers in favor of #Argentina 
#ArgentinaVsCroatia #ARGCRO #الأرجنتين_كرواتيا #FIFAWorldCupQatar2022 
#Rigged",positive
"The referee should have given Messi a Red Card after dribbling Gvardiol...

I agree with The Portuguese players now... FIFA just wants Messi to win the world cup",positive
"#ARGCRO #WorldCup #Messi 
I don't agree with your disrespect for Messi, and I also don't agree that shit referees, var only working for one side, no reply for 11 players of Argentina's mistakes, Messi is untouched by the media and FIFA, and of course the referee !",negative
"Kylian Mbappe this world cup

Goal + brace
Goal
Goal 
Goal 
Goal 

Messi this world cup

Goal 
Goal
Penalty controversial 
Penalty controversial 
Penalty controversial 

Referee are really helping Messi to catch mbappe 😭

#Qatar2022",negative
"That was the most anticlimactic World Cup semifinal since… 🤔 
#WorldcupQatar2022",neutral
Fifa is so obsessed about argentina and their puppy messi 😅 from very beginning in every single we can see that referee is doing everything to push argentina to win world cup. Even when you look in bad way at messi referee will give him penealty 😅 #ArgentinaVsCroatia,negative
"I’m trying my hardest guys, I really am. I want to say he deserves it 

But 5 pens in 6 games (new World Cup record) 

+ Messi ✋🏀 in the quarters and no bookings 

+ Martinez ripping the referee to shreds and not getting any punishment 

I’m trying guys, I really am trying",positive
"Another referee to be sent HOME. Prematurely ✍🏾

Until Messi wins world cup",positive
"world cup is rigged, how is that a penalty to Argentina (not checked by VAR),when the ref awarded us none the other day before looking at VAR...",negative
All that needs to happen now is Al-Jassim announced to referee the World Cup final and the plan will be complete 🇶🇦,neutral
"Shady Ref calls aside, Croatia France World Cup final wasn’t something I was looking forward to watching",neutral
"Is it a coincidence Messi moved to PSG, a club with Qatar dictators &amp; is now in the Qatar bought world cup final with dodgy referee decisions along the way",negative
"I'm so mad, the ref is clearly biased in favor of messi. It was clear in the Netherlands game and it's clear against Croatia today. Argentina plays well but their behavior in this world cup has been disgraceful.",positive
"🎙️| Luka Modrić: “We were doing well, controlling the match then referee gave the penalty, that changed everything. I can't believe he gave that penalty.” @tjcope #WorldCup",negative
